first_name,last_name,full_name,year_id,set_id,card_number,team,onbase,strikeout,groundball,flyball,base_on_balls,single,single_plus,double,triple,homerun,points,speed,hand,starting_position,fielding_one,starting_position_two,fielding_two,starting_position_three,fielding_three,starting_position_four,fielding_four,total_outs,extra_base_hits,number_of_positions
Tony,Womack,Tony Womack,2000,PR,11,Diamondbacks,7,0,2,1,3,6,5,1,1,1,220,20,L,SS,3,NULL,NULL,NULL,NULL,NULL,NULL,3,8,1
Andres,Galarraga,Andres Galarraga,2000,PR,12,Braves,9,4,0,0,5,5,0,1,0,5,510,15,R,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Javy,Lopez,Javy Lopez,2000,PR,13,Braves,8,1,2,1,2,8,0,2,0,4,370,15,R,C,6,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Reggie,Sanders,Reggie Sanders,2000,PR,16,Braves,8,2,1,1,6,3,2,1,1,3,350,20,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,7,1
Harold,Baines,Harold Baines,2000,PR,17,Orioles,9,0,2,2,4,8,0,1,0,3,340,10,L,DH,0,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Will,Clark,Will Clark,2000,PR,18,Orioles,9,1,1,2,5,6,0,3,0,2,340,15,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Manny,Alexander,Manny Alexander,2000,PR,20,Red Sox,7,3,1,1,0,9,1,3,2,0,180,15,R,2B,3,SS,3,3B,1,NULL,NULL,5,6,3
Carl,Everett,Carl Everett,2000,PR,21,Red Sox,10,2,1,2,4,5,1,2,0,3,650,20,S,OF,2,NULL,NULL,NULL,NULL,NULL,NULL,5,6,1
Joe,Girardi,Joe Girardi,2000,PR,25,Cubs,5,0,2,0,0,7,1,8,1,1,80,15,R,C,5,NULL,NULL,NULL,NULL,NULL,NULL,2,11,1
Ricky,Gutierrez,Ricky Gutierrez,2000,PR,26,Cubs,8,0,4,0,5,10,1,0,0,0,150,15,R,SS,3,NULL,NULL,NULL,NULL,NULL,NULL,4,1,1
Glenallen,Hill,Glenallen Hill,2000,PR,27,Cubs,5,2,1,1,2,6,1,1,0,6,440,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,8,1
Eric,Young,Eric Young,2000,PR,30,Cubs,8,0,2,2,6,6,2,2,0,0,210,20,R,2B,3,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Mark,L. Johnson,Mark L. Johnson,2000,PR,32,White Sox,8,3,1,1,8,4,0,2,0,1,190,15,L,C,7,NULL,NULL,NULL,NULL,NULL,NULL,5,3,1
Jose,Valentin,Jose Valentin,2000,PR,34,White Sox,7,1,0,3,9,2,0,2,0,3,220,15,S,SS,1,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Dante,Bichette,Dante Bichette,2000,PR,35,Reds,7,0,1,2,4,6,0,3,0,4,260,15,R,LFRF,0,NULL,NULL,NULL,NULL,NULL,NULL,3,7,1
Ken,Griffey Jr.,Ken Griffey Jr.,2000,PR,36,Reds,9,1,1,3,5,4,1,1,0,4,530,20,L,CF,2,LFRF,1,NULL,NULL,NULL,NULL,5,6,2
Sandy,Alomar Jr.,Sandy Alomar Jr.,2000,PR,40,Indians,6,0,3,1,0,9,0,5,0,2,110,10,R,C,5,NULL,NULL,NULL,NULL,NULL,NULL,4,7,1
Jeff,Cirillo,Jeff Cirillo,2000,PR,45,Rockies,10,1,1,2,4,9,0,2,0,1,390,15,R,3B,3,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Tom,Goodwin,Tom Goodwin,2000,PR,46,Rockies,7,0,3,1,3,8,3,0,1,1,190,20,L,CF,2,LFRF,1,NULL,NULL,NULL,NULL,4,5,2
Jeffrey,Hammonds,Jeffrey Hammonds,2000,PR,47,Rockies,9,3,0,1,3,6,0,2,0,5,400,15,R,LFRF,2,NULL,NULL,NULL,NULL,NULL,NULL,4,7,1
Mike,Lansing,Mike Lansing,2000,PR,48,Rockies,7,1,1,2,1,10,0,3,0,2,200,15,R,2B,2,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Aaron,Ledesma,Aaron Ledesma,2000,PR,49,Rockies,7,0,2,1,0,15,0,2,0,0,160,15,R,2B,3,SS,3,3B,1,NULL,NULL,3,2,3
Brent,Mayne,Brent Mayne,2000,PR,50,Rockies,10,2,1,1,4,7,0,5,0,0,350,15,R,C,6,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Robert,Fick,Robert Fick,2000,PR,52,Tigers,7,1,0,3,3,6,0,3,1,3,250,15,R,C,3,NULL,NULL,NULL,NULL,NULL,NULL,4,7,1
Juan,Gonzalez,Juan Gonzalez,2000,PR,53,Tigers,9,2,0,3,3,5,0,2,0,5,520,15,R,LFRF,0,NULL,NULL,NULL,NULL,NULL,NULL,5,7,1
Luis,Polonia,Luis Polonia,2000,PR,55,Tigers,8,0,2,2,0,7,2,3,2,2,370,20,L,LFRF,0,NULL,NULL,NULL,NULL,NULL,NULL,4,9,1
Brant,Brown,Brant Brown,2000,PR,56,Marlins,5,3,0,1,1,4,0,4,1,6,160,15,L,LFRF,1,1B,0,NULL,NULL,NULL,NULL,4,11,2
Cliff,Floyd,Cliff Floyd,2000,PR,58,Marlins,8,2,1,2,3,5,1,3,0,3,350,20,L,LFRF,0,NULL,NULL,NULL,NULL,NULL,NULL,5,7,1
Moises,Alou,Moises Alou,2000,PR,61,Astros,9,0,1,3,4,5,1,2,0,4,470,15,R,LFRF,0,NULL,NULL,NULL,NULL,NULL,NULL,4,7,1
Roger,Cedeno,Roger Cedeno,2000,PR,62,Astros,10,3,2,0,4,5,3,2,1,0,430,20,S,OF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,6,1
Mitch,Meluskey,Mitch Meluskey,2000,PR,64,Astros,10,1,2,2,5,5,0,4,0,1,400,15,S,C,6,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Daryle,Ward,Daryle Ward,2000,PR,65,Astros,9,2,1,1,1,9,0,2,0,4,450,10,L,LFRF,0,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Mark,Quinn,Mark Quinn,2000,PR,66,Royals,9,2,0,3,2,8,0,2,0,3,390,15,R,DH,0,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Kevin,Elster,Kevin Elster,2000,PR,72,Dodgers,7,1,1,1,7,7,0,0,0,3,180,10,R,SS,2,NULL,NULL,NULL,NULL,NULL,NULL,3,3,1
Shawn,Green,Shawn Green,2000,PR,73,Dodgers,9,1,2,1,4,4,1,3,0,4,540,20,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,8,1
Todd,Hollandsworth,Todd Hollandsworth,2000,PR,74,Dodgers,7,2,1,0,2,8,1,2,1,3,260,15,L,CF,2,LFRF,1,NULL,NULL,NULL,NULL,3,7,2
Kevin,Barker,Kevin Barker,2000,PR,76,Brewers,7,2,2,1,4,6,0,2,0,3,190,15,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Jose,Hernandez,Jose Hernandez,2000,PR,77,Brewers,7,3,1,0,4,7,1,1,0,3,220,15,R,3B,3,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Jacque,Jones,Jacque Jones,2000,PR,81,Twins,7,1,2,1,1,7,1,4,1,2,220,15,L,CF,2,LFRF,1,NULL,NULL,NULL,NULL,4,8,2
David,Ortiz,David Ortiz,2000,PR,82,Twins,8,2,0,3,5,4,0,3,0,3,260,10,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,5,6,1
Peter,Bergeron,Peter Bergeron,2000,PR,83,Expos,8,1,1,2,4,7,1,3,0,1,280,20,L,OF,2,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Lee,Stevens,Lee Stevens,2000,PR,85,Expos,7,2,1,1,2,8,0,3,0,3,230,15,L,1B,1,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Derek,Bell,Derek Bell,2000,PR,87,Mets,7,2,3,0,5,6,1,1,0,2,190,20,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,4,1
Todd,Pratt,Todd Pratt,2000,PR,91,Mets,9,3,0,2,5,9,0,0,0,1,270,15,R,C,5,NULL,NULL,NULL,NULL,NULL,NULL,5,1,1
Todd,Zeile,Todd Zeile,2000,PR,92,Mets,8,0,2,2,4,6,0,3,0,3,270,10,R,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Roberto,Kelly,Roberto Kelly,2000,PR,94,Yankees,8,2,1,1,3,8,0,3,0,2,280,15,R,OF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Jim,Leyritz,Jim Leyritz,2000,PR,95,Yankees,7,2,2,0,7,4,0,1,1,3,190,10,R,C,5,1B,0,NULL,NULL,NULL,NULL,4,5,2
Rich,Becker,Rich Becker,2000,PR,97,Athletics,7,4,0,1,8,4,1,0,1,1,360,15,L,OF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,3,1
Ramon,Hernandez,Ramon Hernandez,2000,PR,98,Athletics,7,0,2,2,4,8,0,1,0,3,190,10,R,C,5,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Olmedo,Saenz,Olmedo Saenz,2000,PR,102,Athletics,8,0,1,2,6,5,0,3,0,3,320,15,R,3B,1,1B,0,NULL,NULL,NULL,NULL,3,6,2
Mickey,Morandini,Mickey Morandini,2000,PR,103,Phillies,6,0,2,1,7,8,0,0,1,1,90,15,L,2B,3,NULL,NULL,NULL,NULL,NULL,NULL,3,2,1
Desi,Relaford,Desi Relaford,2000,PR,105,Phillies,6,0,1,1,4,9,1,3,0,1,100,15,S,SS,0,NULL,NULL,NULL,NULL,NULL,NULL,2,5,1
Wil,Cordero,Wil Cordero,2000,PR,107,Pirates,7,1,1,2,3,6,3,1,0,3,230,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,7,1
Chad,Hermansen,Chad Hermansen,2000,PR,109,Pirates,5,1,1,0,1,4,3,3,0,7,210,20,R,OF,2,NULL,NULL,NULL,NULL,NULL,NULL,2,13,1
Pat,Meares,Pat Meares,2000,PR,110,Pirates,6,0,1,1,1,13,1,2,0,1,110,15,R,SS,2,NULL,NULL,NULL,NULL,NULL,NULL,2,4,1
Aramis,Ramirez,Aramis Ramirez,2000,PR,111,Pirates,8,0,2,3,4,6,0,3,0,2,240,15,R,3B,0,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Bret,Boone,Bret Boone,2000,PR,112,Padres,7,1,1,2,3,6,1,3,0,3,230,15,R,2B,2,NULL,NULL,NULL,NULL,NULL,NULL,4,7,1
Carlos,Hernandez,Carlos Hernandez,2000,PR,114,Padres,6,0,2,1,0,13,0,1,0,3,170,15,R,C,8,NULL,NULL,NULL,NULL,NULL,NULL,3,4,1
Ryan,Klesko,Ryan Klesko,2000,PR,115,Padres,10,1,2,2,4,6,0,2,0,3,500,15,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Dave,Magadan,Dave Magadan,2000,PR,116,Padres,9,1,2,2,7,7,0,1,0,0,170,10,L,3B,2,1B,0,NULL,NULL,NULL,NULL,5,1,2
Al,Martin,Al Martin,2000,PR,117,Padres,8,2,1,1,3,5,1,3,1,3,380,20,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,8,1
Bobby,Estalella,Bobby Estalella,2000,PR,118,Giants,6,3,0,1,8,3,0,2,0,3,120,15,R,C,2,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Doug,Mirabelli,Doug Mirabelli,2000,PR,120,Giants,7,1,1,1,5,6,1,3,0,2,210,15,R,C,8,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Mike,Cameron,Mike Cameron,2000,PR,122,Mariners,8,3,0,1,7,1,2,3,1,2,330,20,R,OF,2,NULL,NULL,NULL,NULL,NULL,NULL,4,8,1
Mark,McLemore,Mark McLemore,2000,PR,123,Mariners,8,0,2,2,7,7,1,0,1,0,180,15,S,2B,3,LFRF,1,NULL,NULL,NULL,NULL,4,2,2
John,Olerud,John Olerud,2000,PR,125,Mariners,10,0,3,1,8,4,0,2,0,2,360,10,L,1B,1,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Jim,Edmonds,Jim Edmonds,2000,PR,128,Cardinals,9,2,1,1,4,7,0,3,0,2,380,15,L,OF,2,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Eli,Marrero,Eli Marrero,2000,PR,131,Cardinals,4,0,3,2,0,1,7,2,0,5,100,20,R,C,8,NULL,NULL,NULL,NULL,NULL,NULL,5,14,1
Fernando,Vina,Fernando Vina,2000,PR,133,Cardinals,10,0,3,1,4,9,1,2,0,0,400,20,L,2B,4,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Vinny,Castilla,Vinny Castilla,2000,PR,134,Devil Rays,6,0,2,2,2,9,0,1,0,4,170,15,R,3B,2,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Greg,Vaughn,Greg Vaughn,2000,PR,137,Devil Rays,7,2,0,1,7,2,1,1,0,6,360,20,R,LFRF,2,NULL,NULL,NULL,NULL,NULL,NULL,3,8,1
Gerald,Williams,Gerald Williams,2000,PR,138,Devil Rays,7,1,1,3,3,5,1,3,0,3,260,20,R,OF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,7,1
Tom,Evans,Tom Evans,2000,PR,140,Rangers,8,2,0,2,7,5,0,3,0,1,200,15,R,3B,1,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Gabe,Kapler,Gabe Kapler,2000,PR,141,Rangers,7,1,2,2,4,4,1,2,1,3,270,20,R,CF,2,LFRF,1,NULL,NULL,NULL,NULL,5,7,2
Ruben,Mateo,Ruben Mateo,2000,PR,142,Rangers,7,1,1,2,0,8,1,2,0,5,320,15,R,CF,1,LFRF,0,NULL,NULL,NULL,NULL,4,8,2
David,Segui,David Segui,2000,PR,144,Rangers,8,0,2,2,2,9,0,2,1,2,240,10,S,DH,0,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Tony,Batista,Tony Batista,2000,PR,145,Blue Jays,7,0,0,4,2,6,0,3,0,5,300,15,R,3B,1,NULL,NULL,NULL,NULL,NULL,NULL,4,8,1
Brad,Fullmer,Brad Fullmer,2000,PR,147,Blue Jays,6,0,2,2,0,5,0,7,0,4,180,15,L,DH,0,NULL,NULL,NULL,NULL,NULL,NULL,4,11,1
Alex,Gonzalez,Alex Gonzalez,2000,PR,148,Blue Jays,6,1,1,1,2,7,2,4,0,2,170,20,R,SS,3,NULL,NULL,NULL,NULL,NULL,NULL,3,8,1
Raul,Mondesi,Raul Mondesi,2000,PR,150,Blue Jays,7,2,1,1,5,2,2,2,1,4,300,20,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,9,1
Garret,Anderson,Garret Anderson,2001,BS,1,Angels,7,0,3,2,0,7,1,3,0,4,230,15,L,CF,2,LFRF,1,NULL,NULL,NULL,NULL,5,8,2
Darin,Erstad,Darin Erstad,2001,BS,2,Angels,10,0,3,1,2,9,1,2,0,2,510,20,L,LFRF,2,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Ron,Gant,Ron Gant,2001,BS,3,Angels,8,3,1,1,6,4,0,1,0,4,270,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Troy,Glaus,Troy Glaus,2001,BS,4,Angels,9,3,0,0,8,2,1,2,0,4,440,15,R,3B,2,NULL,NULL,NULL,NULL,NULL,NULL,3,7,1
Adam,Kennedy,Adam Kennedy,2001,BS,6,Angels,6,0,1,2,0,9,2,3,2,1,110,20,L,2B,3,NULL,NULL,NULL,NULL,NULL,NULL,3,8,1
Ben,Molina,Ben Molina,2001,BS,8,Angels,7,0,2,2,1,11,0,2,0,2,140,10,R,C,7,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Tim,Salmon,Tim Salmon,2001,BS,11,Angels,9,2,0,1,7,5,0,2,0,3,340,10,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Scott,Spiezio,Scott Spiezio,2001,BS,13,Angels,8,2,1,2,6,4,0,1,0,4,250,15,S,DH,0,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Mo,Vaughn,Mo Vaughn,2001,BS,14,Angels,8,3,0,0,6,6,0,1,0,4,260,10,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Danny,Bautista,Danny Bautista,2001,BS,17,Diamondbacks,7,0,3,1,1,8,1,2,2,2,150,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,7,1
Jay,Bell,Jay Bell,2001,BS,18,Diamondbacks,8,0,1,3,5,6,0,2,1,2,250,15,R,2B,3,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Greg,Colbrunn,Greg Colbrunn,2001,BS,19,Diamondbacks,9,0,1,2,6,7,0,2,0,2,270,10,R,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,3,4,1
Steve,Finley,Steve Finley,2001,BS,20,Diamondbacks,8,0,1,2,5,4,1,2,1,4,340,15,L,OF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,8,1
Luis,Gonzalez,Luis Gonzalez,2001,BS,21,Diamondbacks,9,0,1,2,5,6,0,3,0,3,360,10,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Kelly,Stinnett,Kelly Stinnett,2001,BS,27,Diamondbacks,6,4,1,1,4,7,0,0,0,3,50,10,R,C,5,NULL,NULL,NULL,NULL,NULL,NULL,6,3,1
Matt,Williams,Matt Williams,2001,BS,29,Diamondbacks,7,0,3,2,1,9,0,3,0,2,120,10,R,3B,2,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Tony,Womack,Tony Womack,2001,BS,30,Diamondbacks,7,0,3,2,1,8,3,1,2,0,110,20,L,SS,2,NULL,NULL,NULL,NULL,NULL,NULL,5,6,1
Bobby,Bonilla,Bobby Bonilla,2001,BS,32,Braves,8,2,0,3,6,5,0,2,1,1,140,10,S,LFRF,0,NULL,NULL,NULL,NULL,NULL,NULL,5,4,1
Rafael,Furcal,Rafael Furcal,2001,BS,33,Braves,9,1,2,0,7,6,3,1,0,0,250,20,S,SS,1,NULL,NULL,NULL,NULL,NULL,NULL,3,4,1
Andres,Galarraga,Andres Galarraga,2001,BS,34,Braves,8,2,1,0,3,8,0,2,0,4,300,15,R,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Andruw,Jones,Andruw Jones,2001,BS,36,Braves,9,1,3,1,3,5,1,2,1,3,450,20,R,CF,2,LFRF,1,NULL,NULL,NULL,NULL,5,7,2
Chipper,Jones,Chipper Jones,2001,BS,37,Braves,9,0,2,1,6,5,1,2,0,3,400,15,S,3B,1,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Brian,Jordan,Brian Jordan,2001,BS,38,Braves,7,0,2,2,3,7,1,2,0,3,180,15,R,LFRF,2,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Wally,Joyner,Wally Joyner,2001,BS,39,Braves,8,0,0,4,5,9,0,1,0,1,100,10,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,4,2,1
Keith,Lockhart,Keith Lockhart,2001,BS,40,Braves,7,0,3,2,3,9,1,1,1,0,70,15,L,2B,3,NULL,NULL,NULL,NULL,NULL,NULL,5,3,1
Javy,Lopez,Javy Lopez,2001,BS,41,Braves,8,1,3,1,2,8,0,2,0,3,240,10,R,C,4,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
B.J.,Surhoff,B.J. Surhoff,2001,BS,46,Braves,8,0,2,3,2,7,1,3,0,2,220,15,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,6,1
Quilvio,Veras,Quilvio Veras,2001,BS,47,Braves,9,1,2,0,7,6,2,1,0,1,320,20,S,2B,2,NULL,NULL,NULL,NULL,NULL,NULL,3,4,1
Brady,Anderson,Brady Anderson,2001,BS,48,Orioles,9,2,0,2,8,4,1,1,0,2,330,20,L,OF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Albert,Belle,Albert Belle,2001,BS,49,Orioles,8,0,2,3,2,7,0,3,0,3,240,10,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,6,1
Jeff,Conine,Jeff Conine,2001,BS,50,Orioles,8,0,2,3,3,8,0,2,0,2,220,15,R,3B,2,LFRF,1,NULL,NULL,NULL,NULL,5,4,2
Delino,Deshields,Delino Deshields,2001,BS,51,Orioles,9,1,3,1,4,5,2,3,0,1,320,20,L,2B,2,LFRF,1,NULL,NULL,NULL,NULL,5,6,2
Trenidad,Hubbard,Trenidad Hubbard,2001,BS,53,Orioles,9,2,2,1,6,4,0,1,0,4,320,10,R,DH,0,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Luis,Matos,Luis Matos,2001,BS,54,Orioles,6,0,4,1,4,6,3,0,2,0,60,20,R,CF,3,LFRF,2,NULL,NULL,NULL,NULL,5,5,2
Melvin,Mora,Melvin Mora,2001,BS,56,Orioles,8,2,1,2,3,7,1,2,1,1,220,20,R,SS,2,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Chris,Richard,Chris Richard,2001,BS,60,Orioles,7,2,1,2,5,4,1,2,0,3,130,15,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,5,6,1
Cal,Ripken Jr.,Cal Ripken Jr.,2001,BS,61,Orioles,7,0,2,2,3,7,0,2,0,4,190,10,R,3B,2,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Dante,Bichette,Dante Bichette,2001,BS,64,Red Sox,8,1,1,2,3,8,0,2,0,3,260,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Carl,Everett,Carl Everett,2001,BS,66,Red Sox,9,4,1,0,4,4,1,2,0,4,460,15,S,OF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,7,1
Nomar,Garciaparra,Nomar Garciaparra,2001,BS,68,Red Sox,10,0,1,2,2,9,0,4,0,2,510,15,R,SS,2,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Mike,Lansing,Mike Lansing,2001,BS,69,Red Sox,6,0,3,1,2,9,1,1,1,2,40,15,R,2B,1,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Darren,Lewis,Darren Lewis,2001,BS,70,Red Sox,7,0,4,1,4,8,2,0,0,1,100,20,R,CF,2,LFRF,1,NULL,NULL,NULL,NULL,5,3,2
Trot,Nixon,Trot Nixon,2001,BS,74,Red Sox,9,2,1,2,6,4,1,2,1,1,250,15,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Jose,Offerman,Jose Offerman,2001,BS,75,Red Sox,8,0,1,2,7,8,0,0,1,1,140,10,S,2B,1,1B,0,NULL,NULL,NULL,NULL,3,2,2
Troy,OLeary,Troy OLeary,2001,BS,76,Red Sox,7,0,2,2,3,8,0,3,0,2,110,10,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Jason,Varitek,Jason Varitek,2001,BS,77,Red Sox,8,2,2,1,6,5,0,3,0,1,150,10,S,C,3,NULL,NULL,NULL,NULL,NULL,NULL,5,4,1
Damon,Buford,Damon Buford,2001,BS,79,Cubs,7,3,1,0,5,8,0,1,0,2,100,15,R,OF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Joe,Girardi,Joe Girardi,2001,BS,80,Cubs,7,1,3,0,3,11,0,1,0,1,80,10,R,C,7,NULL,NULL,NULL,NULL,NULL,NULL,4,2,1
Mark,Grace,Mark Grace,2001,BS,81,Cubs,9,0,1,2,7,6,0,3,0,1,210,10,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,3,4,1
Willie,Greene,Willie Greene,2001,BS,82,Cubs,6,4,2,0,6,1,1,2,1,3,110,15,L,3B,3,NULL,NULL,NULL,NULL,NULL,NULL,6,7,1
Ricky,Gutierrez,Ricky Gutierrez,2001,BS,83,Cubs,9,0,4,0,7,6,1,1,0,1,230,15,R,SS,2,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Jeff,Reed,Jeff Reed,2001,BS,86,Cubs,7,3,0,0,10,6,0,0,0,1,50,10,L,C,6,NULL,NULL,NULL,NULL,NULL,NULL,3,1,1
Sammy,Sosa,Sammy Sosa,2001,BS,87,Cubs,9,3,0,0,4,6,0,2,0,5,490,15,R,LFRF,0,NULL,NULL,NULL,NULL,NULL,NULL,3,7,1
Rondell,White,Rondell White,2001,BS,90,Cubs,8,2,1,0,4,8,1,2,0,2,230,15,R,LFRF,2,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Eric,Young,Eric Young,2001,BS,92,Cubs,9,0,4,1,4,5,3,2,0,1,320,20,R,2B,3,NULL,NULL,NULL,NULL,NULL,NULL,5,6,1
Ray,Durham,Ray Durham,2001,BS,94,White Sox,9,1,3,1,5,5,1,2,1,1,360,20,S,2B,3,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Charles,Johnson,Charles Johnson,2001,BS,97,White Sox,9,3,1,0,4,6,0,2,0,4,460,15,R,C,6,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Mark,L. Johnson,Mark L. Johnson,2001,BS,98,White Sox,7,1,1,2,7,6,1,1,0,1,100,15,L,C,8,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Paul,Konerko,Paul Konerko,2001,BS,99,White Sox,9,0,3,2,4,7,0,2,0,2,250,10,R,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,5,4,1
Carlos,Lee,Carlos Lee,2001,BS,100,White Sox,8,1,2,1,2,8,1,2,0,3,260,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Magglio,Ordonez,Magglio Ordonez,2001,BS,101,White Sox,9,0,2,2,3,7,1,2,0,3,420,20,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Hebert,Perry,Hebert Perry,2001,BS,103,White Sox,8,2,2,0,2,9,0,3,0,2,240,15,R,3B,2,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Chris,Singleton,Chris Singleton,2001,BS,105,White Sox,7,1,4,1,1,7,2,1,1,2,160,20,L,CF,2,LFRF,1,NULL,NULL,NULL,NULL,6,6,2
Frank,Thomas,Frank Thomas,2001,BS,107,White Sox,10,1,0,2,6,5,0,3,0,3,440,10,R,DH,0,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Jose,Valentin,Jose Valentin,2001,BS,108,White Sox,8,2,0,2,4,4,1,3,1,3,390,20,S,SS,3,NULL,NULL,NULL,NULL,NULL,NULL,4,8,1
Aaron,Boone,Aaron Boone,2001,BS,110,Reds,8,2,0,2,4,7,1,2,0,2,240,15,R,3B,3,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Sean,Casey,Sean Casey,2001,BS,111,Reds,9,1,2,1,4,7,0,3,0,2,280,10,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Ken,Griffey Jr.,Ken Griffey Jr.,2001,BS,113,Reds,9,2,0,2,7,4,0,1,0,4,420,15,L,CF,2,LFRF,1,NULL,NULL,NULL,NULL,4,5,2
Barry,Larkin,Barry Larkin,2001,BS,115,Reds,9,0,2,1,5,7,1,2,1,1,320,20,R,SS,1,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Alex,Ochoa,Alex Ochoa,2001,BS,116,Reds,8,0,2,2,3,5,1,3,1,3,330,20,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,8,1
